Date,Hour,Horse,Jockey,Position,Distance,Cuidador,Caballeriza,HorseNumber,PistaCondition,BornDate,Sex,Pelaje,Father,Mother,Grandfather,Breeder,HorseWeight,JockeyWeight
08/02/2024,16:00,GALA MAYOR,LEONARDO JOSE ERNESTO,5,1600,CARRO TOMAS DANIEL,SI NOS TOCA (LP),2,CESPED | PESADA,02-09-2019,HEMBRA,ZAINO,STORM MAYOR,GALA Y HONOR,HONOUR AND GLORY (USA),PRIETO FEDERICO OSCAR,411,57.3
08/02/2024,16:00,GLOBAL SISSI,VELAZQUEZ CRISTIAN E,6,1600,AGUIRRE JUAN C,TRES P (SI),1,CESPED | PESADA,07-10-2019,HEMBRA,ZAINO,GLOBAL HUNTER,I'M A LADY TOO (USA),LEMON DROP KID,DELLACASA RAFAEL,448,57.6
08/02/2024,16:00,PRIOLA,ORTEGA PAVON EDUARDO,7,1600,SCARPELLO GUSTAVO E,PAMPAS (LP),6,CESPED | PESADA,20-07-2019,HEMBRA,ALAZAN,SOUTH KISSING,PRETTY DAL,DALI FITZ,SCARPELLO GUSTAVO EDGARDO,454,57
08/02/2024,16:00,KARMELE,PAOLONI JUAN P,8,1600,PIERRO LEONARDO A,GRINGO VILLEGAS (TDL),4,CESPED | PESADA,20-09-2019,HEMBRA,ZAINO,E DUBAI (USA),KALJERINA,LUCKY ROBERTO (USA),FRIZZO JOSE CARLOS Y NICOLA MARCELO,433,57
08/02/2024,16:00,HEIDY NET,FLORES JAIRO E,9,1600,ARROSPIDE ARTURO A,LA GLORIA (AZ),5,CESPED | PESADA,17-10-2019,HEMBRA,ZAINO,DOMONET,HEIDY HUSSON,HUSSON,GARAVENTA MARCOS Y SANCHEZ ALEJANDRA KAR,426,54
08/02/2024,16:30,SERUNDINIA,ARIAS OCTAVIO F,1,1000,ALDAY ADRIAN A,ABUELO CALIN (AZ),6,ARENA | PESADA,28-08-2019,HEMBRA,ZAINO,GALAN DE CINE,INTER TRIANDA,INTERPRETE,EL PARAISO,440,58
08/02/2024,16:30,LEJOS DE TI,ALDERETE OSVALDO A,2,1000,ACCOSANO EDUARDO G,EL CHORRITO (CBA),5,ARENA | PESADA,25-09-2019,HEMBRA,TORDILLO,QUE VIDA BUENA,DETRAS DE MI (USA),LIMEHOUSE,DON FLORENTINO,502,57.3
08/02/2024,16:30,MADISONG BAR,PEREYRA WILLIAM,3,1000,ETCHECHOURY JUAN IGNACIO,RUBIO B,7,ARENA | PESADA,03-10-2019,HEMBRA,ALAZAN,EASING ALONG (USA),MADISON SONG (USA),GRAND SLAM (USA),LA PASION,457,57.2
08/02/2024,16:30,DONA BEAT,BARRUECO RAMIRO R,4,1000,DIAZ MIGUEL A,JERBE (CBA),1,ARENA | PESADA,10-10-2019,HEMBRA,ZAINO,STORM EMBRUJADO,RHYTHMICAL BEAT (USA),FUSAICHI PEGASUS (USA),CUESTION DE FE S.A.,430,57.2
08/02/2024,16:30,LOUISIANA LADY,BALMACEDA LAUTARO E,5,1000,LABANCA OMAR F,HERITAGE STUD (LP),4,ARENA | PESADA,15-08-2019,HEMBRA,ZAINO,MANIPULATOR (USA),SOUTHERN GLORY,HONOUR AND GLORY (USA),HERITAGE BLOODSTOCK S. A.,478,57
08/02/2024,16:30,AGUA CLARISIMA,BASCUÑAN RODRIGO D,6,1000,ALVAREZ MARTIN,REY DE CORAZONES,2,ARENA | PESADA,26-09-2019,HEMBRA,ZAINO,INTERDETTO,TOUCH OF GREY,LUCK MONEY (IRE),FRAGUAS FRANCISCO,469,57
08/02/2024,16:30,MORA LETAL,ENRIQUE BRIAN R,7,1000,CARRERAS JORGE N,MIS TRES NIETOS (Rº),3,ARENA | PESADA,09-09-2019,HEMBRA,ZAINO DORADILLO,DON LETAL,SOCIAL WORDS,SEBI HALO,PERALTA JORGE EDUARDO,469,57
08/02/2024,17:00,LINDA DE LEJOS,PEREYRA WILLIAM,1,1400,ETCHECHOURY JUAN IGNACIO,RUBIO B,10,ARENA | PESADA,28-09-2020,HEMBRA,ZAINO,BODEMEISTER (USA),LINDA LIDER,EASING ALONG (USA),LA PASION,480,56.2
08/02/2024,17:00,SOL Y PLAYA,BAEZ TOMAS D,2,1400,RUHL MARIO J,LA LITA (CDIA),8,ARENA | PESADA,15-09-2020,HEMBRA,ALAZAN,SUGGESTIVE BOY,SACALA ADELANTE (CHI),STAR DABBLER (USA),POZO DE LUNA,422,52.2
08/02/2024,17:00,TULLY HOUSE,GIANNETTI ADRIAN M,3,1400,SCARPELLO GUSTAVO E,TAMBOR DE MUSICA (Rº),9,ARENA | PESADA,29-07-2020,HEMBRA,ZAINO,JOHN F KENNEDY (IRE),TULLY CROWN,PURE PRIZE (USA),SANTA INES,470,56.2
08/02/2024,17:00,MUSICA NORTEÑA,ENRIQUE BRIAN R,4,1400,LABANCA OMAR F,O.M.,3,ARENA | PESADA,08-08-2020,HEMBRA,ZAINO COLORADO,HURRICANE CAT (USA),LA MUSICAL,KING'S BEST (USA),VACACION,430,56.3
08/02/2024,17:00,DEJAMEQUETECUENTE,MOREYRA WILSON R,5,1400,OURAL JUAN D,ABU-MANZA,5,ARENA | PESADA,04-09-2020,HEMBRA,ZAINO,DADDY LONG LEGS (USA),DOS GARDENIAS (CHI),APTITUDE (USA),INVERSIONES ELTURF S A,460,56.8
08/02/2024,17:00,HIDDEN BABY,BONASOLA GABRIEL L,6,1400,PEREZ MARCOS,OMA FANNY,4,ARENA | PESADA,23-09-2020,HEMBRA,ZAINO,HORSE GREELEY (USA),HIDDEN VIRGINIA,HIDDEN PRIZE (USA),STERNBERG JORGE RAUL,404,56.5
08/02/2024,17:00,Q DELICIA,ASERITO MAXIMILIANO,7,1400,RIVOLLIER MICHAEL GIAN FRANCO,QUEREUQUEN (LP),6,ARENA | PESADA,30-09-2020,HEMBRA,ALAZAN,FORTY ONE,DELICATTA,COSMIC (USA),IRARRAZAVAL JUAN PABLO,437,56
08/02/2024,17:00,CANDY NUMBER,NORIEGA COBIAN LUCAS J,8,1400,GLADES ARMANDO C,AR-MAR (R.IV),1,ARENA | PESADA,12-09-2020,HEMBRA,ZAINO,VASTAGO SALVAJE,GOOD NUMBER,INDYGO SHINER (USA),NIMANOR,433,56
08/02/2024,17:00,BALVINIE LAKE,VAI LUIS F,9,1400,MALDOTTI JUAN S,WAR CHEST (SI),2,ARENA | PESADA,01-09-2020,HEMBRA,ALAZAN,ANJIZ LAKE,GOLD LABEL,KING'S BEST (USA),ROBERTS HAROLD B,458,56
08/02/2024,17:30,SOY YARQUEN,GIANNETTI ADRIAN M,1,1200,SCARPELLO FRANCO,ALBORADA S.C.,6,ARENA | PESADA,25-09-2020,HEMBRA,ALAZAN,SEIZE (USA),SOUTH QUEEN,SOUTHERN HALO (USA),ALBORADA,464,56
08/02/2024,17:30,ISLA CREDOS,MUÑIZ MATIAS J,2,1200,MUÑIZ MAURICIO J,FIGARO (AZ),7,ARENA | PESADA,07-08-2020,HEMBRA,ZAINO,TRUE CAUSE (USA),ISLA MARINA,EASING ALONG (USA),POZO DE LUNA,483,54
08/02/2024,17:30,ENCHANTED TALES,ENRIQUE BRIAN R,3,1200,GONZALEZ JOSE O,C. FIRMIN-DIDOT,4,ARENA | PESADA,15-10-2020,HEMBRA,ZAINO,IL CAMPIONE (CHI),DANCE CARD,DON VALIENTE,TRIPLE ALLIANCE SA,470,56
08/02/2024,17:30,AMIGUITA ENGREIDA,PERALTA JORGE LUIS,4,1200,PAGANTI PEDRO F,5 ESTRELLAS (AZ),2,ARENA | PESADA,27-07-2020,HEMBRA,ZAINO NEGRO,TODO UN AMIGUITO,AMIGUITA ENGRILLADA,FERROVIAL,DON NICO,410,56.4
08/02/2024,17:30,CONROSADA,PEREYRA WILLIAM,5,1200,VEGA ROLANDO,DON MATEO,1,ARENA | PESADA,15-09-2020,HEMBRA,ZAINO,CONVERSOR,ROS ROSEE EMPER,EMPEROR JONES (USA),CORTINES,437,56.1
08/02/2024,17:30,DOÑA SORPRESA,GONCALVES FRANCISCO LEANDRO,6,1200,CORREA ARANHA JOSE L,SEGUNDO (SI),5,ARENA | PESADA,25-10-2020,HEMBRA,ALAZAN,FORTIFY (USA),POR SORPRESA,MUTAKDDIM (USA),VACACION,489,56.2
08/02/2024,17:30,LAGUNA LIMPIA,MOREYRA WILSON R,7,1200,GARRIDO MARTIN M,DON ARIEL (SL),3,ARENA | PESADA,22-10-2020,HEMBRA,ZAINO,LE BLUES,ASWANG,ANGIOLO,EL PARAISO,468,56
08/02/2024,17:30,SPINNING OUT,ORTEGA PAVON EDUARDO,8,1200,PRA JULIAN A,CARAMPANGUE (SI),8,ARENA | PESADA,16-10-2020,HEMBRA,ZAINO,ORPEN (USA),SPINNING BIKE,PURE PRIZE (USA),CARAMPANGUE,480,56
08/02/2024,18:00,CHE SICILIANO,PEREYRA WILLIAM,1,1400,SALDIVIA JUAN F,LAS CANARIAS,1,ARENA | PESADA,23-09-2018,MACHO,ALAZAN,GREENSPRING (USA),SMILING FILLY,ORPEN (USA),LOSSINO PATRICIO FRANCISCO,498,57
08/02/2024,18:00,SETTIMIO SEVERO,RECUERO LUCIANO M,2,1400,BARISONE JAVIER H,LAS DOS HERMANAS (AZ),8,ARENA | PESADA,23-08-2018,MACHO,ALAZAN,LIZARD ISLAND (USA),SAVARIA,ILUSOR,TIVERES,518,53
08/02/2024,18:00,SOY DIAMANTE,MUÑIZ MATIAS J,3,1400,GARCIA SERGIO A,THE GENERAL (LP),9,ARENA | PESADA,06-10-2018,MACHO,ALAZAN,MR. SARABA,MI MAGA,BAT RECIO,LOS 3 GRINGOS,399,54
08/02/2024,18:00,PITOLO,ZAPATA IVAN M,4,1400,MONAISER OSCAR H,EL SACRIFICIO (SR),3,ARENA | PESADA,20-09-2018,MACHO,ZAINO,LUCKY ISLAND,SIEMPRE LISTA,PAINTER,ALONSO JOSE JAIME,463,57
08/02/2024,18:00,AÑOS FELICES,LAVIGNA FRANCISCO J,5,1400,MAYANSKY NEER JORGE A,ANGELITO,2,ARENA | PESADA,12-10-2018,MACHO,ZAINO,ORPEN (USA),EQUAL FELICIDAD,EQUAL STRIPES,DON YAYO,530,57
08/02/2024,18:00,INDIAN MAGIC,CANDIA GUTIERREZ ELVIO G,6,1400,HERRERA ELIO A,EL FLAQUIN (LP),7,ARENA | PESADA,04-08-2017,MACHO,ZAINO,MOST IMPROVED (IRE),INDIAN BEAUTY,PURE PRIZE (USA),LOS MEDANOS,486,56.2
08/02/2024,18:00,ICY VASCO,MATURAN WALTER R,7,1400,ILINCHETA DARIO H,EL ICY (TDL),4,ARENA | PESADA,24-09-2018,MACHO,ZAINO,ICY GLORY,TEOFILA,TOWN PARTNER,ILINCHETA DARIO HAROLDO,450,57
08/02/2024,18:30,NO LO SOÑE,GONCALVES FRANCISCO LEANDRO,1,1200,CAREZZANA SERGIO L,GAS MAR (SL),3,ARENA | PESADA,07-10-2020,MACHO,ZAINO,TOUAREG,NINEOTWOSIXFIVE (USA),MALIBU MOON (USA),DON FLORENTINO,501,56
08/02/2024,18:30,LE MARFIL,ORTEGA PAVON EDUARDO,2,1200,RUHL ROQUE F,STUD JC (CDIA),4,ARENA | PESADA,11-09-2020,MACHO,ZAINO,LE BLUES,IVORY LIGHT,INTERPRETE,EL PARAISO,461,56.5
08/02/2024,18:30,EVER JOHNNY,BARRUECO RAMIRO R,3,1200,AON GUSTAVO O,BOSQUE ALEGRE (LPT),1,ARENA | PESADA,11-08-2020,MACHO,ZAINO,JOHN F KENNEDY (IRE),EVER SHE,EQUAL STRIPES,ABOLENGO,500,56.1
08/02/2024,18:30,FRANGELICO,PERALTA JORGE LUIS,4,1200,PEREZ MARCELO J,MANOLITO (AZ),5,ARENA | PESADA,24-08-2020,MACHO,ZAINO,LONG ISLAND SOUND (USA),OHLALA PARIS,INDYGO SHINER (USA),PEREZ FRANCISCO FEDERICO,502,56
08/02/2024,18:30,ESPLENDID CRAF,LAVIGNA FRANCISCO J,5,1200,DEGREGORIO MARCELO A,MI MARTINCITO (LP),2,ARENA | PESADA,18-10-2020,MACHO,ZAINO,MASTERCRAFTSMAN (IRE),ESPLENDIDA HALO,SOUTHERN HALO (USA),FIRMAMENTO,484,56
08/02/2024,18:30,RAIZ LATINA,NORIEGA JUAN C,6,1200,ALVAREZ MARIA F,M 7 (AZ),6,ARENA | PESADA,23-08-2020,MACHO,ZAINO,SEAHENGE (USA),ROYANITA,SOUTHERN HALO (USA),VACACION,528,56.4
08/02/2024,18:30,MIXED BLOOD,FRIAS ROLANDO I,7,1200,MUÑOZ MARIA CRISTINA,CAR-HUE,7,ARENA | PESADA,15-09-2020,MACHO,ZAINO,MANIPULATOR (USA),AL MIRARTE,SLEW GIN FIZZ (USA),DON ARCANGEL,480,56
08/02/2024,19:00,EURO TRIP,ORTEGA PAVON EDUARDO,1,1000,RUHL ROQUE F,STUD JC (CDIA),2,ARENA | PESADA,17-07-2019,MACHO,TORDILLO,QUE VIDA BUENA,STOP NENA,EXCHANGE RATE (USA),DON FLORENTINO,578,57.3
08/02/2024,19:00,PONE EL CHEQUE,ENRIQUE BRIAN R,2,1000,ACCOSANO EDUARDO G,EL CHORRITO (CBA),3,ARENA | PESADA,18-09-2019,MACHO,ZAINO,MANIPULATOR (USA),PONE LA FIRMA,JOHANNESBURG (USA),DE LA POMME,525,57
08/02/2024,19:00,JET RISK,GONCALVES FRANCISCO LEANDRO,3,1000,LINARES CONRADO A,POPPI (LP),5,ARENA | PESADA,13-10-2019,MACHO,ALAZAN,SECURITY RISK (USA),JELLYBY,PURE PRIZE (USA),HARAS SANTA ANA SOC DE HECHO DE IGUACEL,472,57
08/02/2024,19:00,INACAYAL,MARTINEZ ELIAS D,4,1000,CABRERA JUAN ANDRES,L.H. DE AZUL (AZ),1,ARENA | PESADA,19-08-2019,MACHO,ZAINO,JOHN F KENNEDY (IRE),SELDANA,EXCHANGE RATE (USA),CORPORACION ARGENTINA DE PRODUCTORES FRU,478,57
08/02/2024,19:00,MI PRIMER NIETO,VILLAGRA JUAN C,5,1000,DAVID NAHUEL,PUENTE TON BACH (LP),7,ARENA | PESADA,08-11-2019,MACHO,ZAINO,EXODUS (USA),MIA LLIN,HOLLIN,ICASATE HIGINIO Y PERUZOTTI HUMBERTO,500,57.6
08/02/2024,19:00,SEÑOR CHAPA,VILLALBA GUSTAVO N,6,1000,FUMERO DIEGO J,LUZ DEL ALBA (LP),8,ARENA | PESADA,02-10-2019,MACHO,ZAINO,SEÑOR CANDY (USA),GUANAY,PURE PRIZE (USA),MARTINEZ DE HOZ SANTIAGO,517,57.8
08/02/2024,19:00,LE INDIE,DIESTRA PEDRO E,7,1000,GIOVANNINI CARLOS R,EL SOLITO (LP),4,ARENA | PESADA,17-11-2019,MACHO,ZAINO,LE BLUES,INDIAN WORDS,INTERPRETE,EL PARAISO,501,57
08/02/2024,19:30,RIHALLAH,ORTEGA PAVON EDUARDO,1,1600,CORREA ARANHA JOSE L,LA PROVIDENCIA,6,ARENA | PESADA,21-09-2019,HEMBRA,ZAINO,CITYSCAPE (GB),RIMA BELLA,INCLUDE (USA),LA PROVIDENCIA,520,57
08/02/2024,19:30,REINA CASADA,GONCALVES FRANCISCO LEANDRO,2,1600,MARTIN FERRO ENRIQUE,SAN ISIDORO (SI),3,ARENA | PESADA,25-10-2019,HEMBRA,ZAINO DORADILLO,LONG ISLAND SOUND (USA),REINARAS SIEMPRE,EQUAL STRIPES,EL DOGUITO,461,57
08/02/2024,19:30,PASIONARIA VEGAS,PEREYRA WILLIAM,3,1600,CAJAL SERGIO D,LA PASCUALA (SI),4,ARENA | PESADA,01-10-2019,HEMBRA,ZAINO,E DUBAI (USA),VIRGIN VEGAS (USA),TALE OF THE CAT (USA),GERMANO HUGO Y PELLEGATTA ROBERTO,483,57.2
08/02/2024,19:30,COSTA DARK,NORIEGA COBIAN LUCAS J,4,1600,CAREZZANA SERGIO L,LAS CUATRO (R.IV),1,ARENA | PESADA,11-10-2019,HEMBRA,ALAZAN,IN THE DARK,TIMBER TALES (USA),FORESTRY (USA),COSTA DEL RIO,448,57
08/02/2024,19:30,ALMA VASCA,CABRERA ANIBAL J,5,1600,PAVLOVSKY AGUSTIN,DON ATILIO (SI),2,ARENA | PESADA,12-11-2019,HEMBRA,ALAZAN,ALMA DE ACERO,PURE VASCA,PURE PRIZE (USA),LA REGINA DARIO NICOLAS,467,57.5
08/02/2024,20:00,GOLDEN JUBILEE,ROMAGNOLI CESAR A,1,1800,PETRERA JULIAN,CHELSEA,5,ARENA | PESADA,03-08-2018,HEMBRA,ALAZAN,ENDORSEMENT (USA),JUBILANCE,LUHUK (USA),LA QUEBRADA,418,52.3
08/02/2024,20:00,NI LA VEN,ENRIQUE BRIAN R,2,1800,CAREZZANA SERGIO L,DON FLORENTINO,6,ARENA | PESADA,29-11-2018,HEMBRA,ZAINO,QUE VIDA BUENA,VISION LEJANA,EXCHANGE RATE (USA),DON FLORENTINO,470,54.2
08/02/2024,20:00,MUY MAGA,ALDERETE OSVALDO A,3,1800,LANDOLA RODOLFO A,DON JUANCA (LP),3,ARENA | PESADA,09-09-2018,HEMBRA,TORDILLO,CIMA DE TRIOMPHE (IRE),MI RAYUELA,GRAND REWARD (USA),NASRA JORGE ALBERTO,460,57.5
08/02/2024,20:00,BASSAGODA,PEREYRA WILLIAM,4,1800,PAGANTI PEDRO F,EL RAFA X (AZ),2,ARENA | PESADA,06-09-2017,HEMBRA,ZAINO COLORADO,INCURABLE OPTIMIST (USA),SALUDADORA,SEBI HALO,EL PARAISO,483,56
08/02/2024,20:00,CHE BAILARINA,BALMACEDA LAUTARO E,5,1800,ETCHECHOURY JUAN J,FELIPE CAMILO,1,ARENA | PESADA,27-10-2018,HEMBRA,ALAZAN,GREENSPRING (USA),MADAME LORAINE (BRZ),GHADEER (FR),LOSINNO PATRICIO FRANCISCO,443,52.6
08/02/2024,20:00,PALIZA SALVAJE,VELAZQUEZ CRISTIAN E,6,1800,MARTUCCI EDGARDO P,RODOLFO PEDRO,8,ARENA | PESADA,08-10-2018,HEMBRA,ZAINO,LIZARD ISLAND (USA),PALOMA BLANCA (IRE),SADLER'S WELLS (USA),LA PASION,460,59
08/02/2024,20:00,JOY MIRENLA,GONCALVES FRANCISCO LEANDRO,98,1800,MARTIN FERRO ENRIQUE,HS. LAS RETAMAS,4,ARENA | PESADA,07-10-2017,HEMBRA,ZAINO,FORTIFY (USA),STORMY MIA,BERNSTEIN (USA),LA BIZNAGA,486,58.5
08/02/2024,20:30,SAHURI,ENRIQUE BRIAN R,1,2000,ETCHECHOURY JUAN MANUEL,TRES MARIAS,6,ARENA | PESADA,15-09-2020,MACHO,ZAINO,GREENSPRING (USA),LIMA DE VERAS,SEKARI (GB),AVILEZ SALAS OSWALDO ANTÓNIO,516,56.3
08/02/2024,20:30,OSCURO DESEO,VILLAGRA JUAN C,2,2000,GOMEZ MIGUEL ALB,DOÑA PANCHA,7,ARENA | PESADA,28-10-2020,MACHO,ZAINO,SEAHENGE (USA),NADA OSCURA,INTERPRETE,ECHEVERZ JUAN CARLOS Y GAONA JUAN ALBERT,456,57.6
08/02/2024,20:30,BAROVERO,ROMAGNOLI CESAR A,3,2000,ALONSO JUSTO L,EL MARGINAL (SL),2,ARENA | PESADA,26-09-2020,MACHO,ZAINO,HI HAPPY,BELLEZA ROMANA,ROMAN RULER (USA),VACACION,487,52.7
08/02/2024,20:30,TEA CIMA,CAPRA PABLO A S,4,2000,SINNER DIEGO A,C. FIRMIN-DIDOT,9,ARENA | PESADA,16-10-2020,MACHO,ZAINO,CIMA DE TRIOMPHE (IRE),TEMPLE OF WINNER,SOUTHERN HALO (USA),ORILLA DEL MONTE,480,53.5
08/02/2024,20:30,NETU,LEONARDO JOSE ERNESTO,5,2000,BIANCHIMANO JUAN C,SUEÑOS SON,4,ARENA | PESADA,21-07-2020,MACHO,ZAINO NEGRO,TREASURE BEACH (GB),MITIGOSA,LUCKY ROBERTO (USA),CARDENAL,448,56.1
08/02/2024,20:30,RADAGAST THE BROWN,ORTEGA PAVON EDUARDO,6,2000,MARTIN FERRO NICOLAS,FRIENDS (SI),3,ARENA | PESADA,27-09-2020,MACHO,ZAINO,MANIPULATOR (USA),DULCE SUEÑO,PURE PRIZE (USA),DE LA POMME,530,56.5
08/02/2024,21:00,FACTURO EL FACHERO,PERALTA JORGE LUIS,1,1400,PEREZ MARCELO J,MANOLITO (AZ),13,ARENA | PESADA,10-10-2019,MACHO,ZAINO,UNICO IDOLO,MUY PORFIADA,MASTER OF HOUNDS (USA),DE ARZAVE JULIO CESAR,448,57.1
08/02/2024,21:00,ORPENADORO,LAVIGNA FRANCISCO J,2,1400,MAYANSKY NEER JORGE A,CAYCA RANCH,12,ARENA | PESADA,17-10-2019,MACHO,ZAINO,ORPEN (USA),COORDENADORA,EQUAL STRIPES,LA MADRINA,480,57
08/02/2024,21:00,NIGHT IN BANGKOK,ROMAGNOLI CESAR A,3,1400,IONADI JOSE A,LOS IONADI (LP),3,ARENA | PESADA,21-10-2019,MACHO,ZAINO,MET DAY,PASSING STAR,STAR DABBLER (USA),FOURCADE FERNANDO,446,53.4
08/02/2024,21:00,SICARIO,SPINELLA AYLEN A,4,1400,ROMERO JUAN A,CUADRA DEL INTERIOR (LP),11,ARENA | PESADA,19-10-2019,MACHO,ZAINO,BUEN VERSO,STORMY NICE,BERNSTEIN (USA),NUESTRO MAPA,428,53.3
08/02/2024,21:00,MY FRIEND BOMB,FRIAS ROLANDO I,5,1400,PAGANTI PEDRO F,YA VERAN (AZ),7,ARENA | PESADA,07-08-2019,MACHO,ZAINO,HIT IT A BOMB (USA),MY GUEST,LUHUK (USA),COLOMBO CARLOS ALBERTO,464,57.2
08/02/2024,21:00,SEGMENTUM,PORTILLO OVELAR ARNALDO,6,1400,TORRES MARIANO A,LA MARTA (AZ),6,ARENA | PESADA,15-09-2019,MACHO,ALAZAN,CITYSCAPE (GB),SETMEFREE,PURE PRIZE (USA),LA PROVIDENCIA,484,57.7
08/02/2024,21:00,CONSEJAL,GONCALVES FRANCISCO LEANDRO,7,1400,RICCHI NORBERTO G,LOS 7 NIETOS (Rº),1,ARENA | PESADA,07-10-2019,MACHO,ZAINO,LIZARD ISLAND (USA),CHARLOTTE CHANTAL,ASIATIC BOY,ABOLENGO,461,57
10/02/2024,13:30,MILITA STRIPES,ALDERETE OSVALDO A,1,1600,SAVAL ADRIAN A,LOS KELLY,6,ARENA | PESADA,05-09-2018,HEMBRA,ALAZAN,EQUAL STRIPES,MILAN HILL,INTERPRETE,ESTANCIA LA JOSEFINA,465,57
10/02/2024,13:30,ENSALADA RUSA,RIVAROLA JUAN C,2,1600,JEREZ AMERICO DEL V,ERMINDA (LP),3,ARENA | PESADA,12-09-2018,HEMBRA,ALAZAN,TANTOS AÑOS,LIFE SALE,NOT FOR SALE,DON YAYO,441,57
10/02/2024,13:30,EARLY BLOOM,FUENTES ARIEL C,3,1600,FREN JAVIER A,LA BOTICA (LP),2,ARENA | PESADA,23-08-2018,HEMBRA,ALAZAN,IL CAMPIONE (CHI),BELENCIA,INCURABLE OPTIMIST (USA),EL PARAISO,444,58.2
10/02/2024,13:30,AGUAS,VALDEZ AGUSTINA B,4,1600,AGUIRRE JUAN C,LAS BRAVAS (LP),5,ARENA | PESADA,19-09-2018,HEMBRA,ZAINO,PORTAL DEL ALTO,UP HILL CITY,CITY ZIP (USA),EL WING,452,53.5
10/02/2024,13:30,SOL NUMERARIA,DYKE HECTOR E,5,1600,AGUERO JOSE DANIEL,ROSA NORA (AZ),4,ARENA | PESADA,22-09-2018,HEMBRA,ALAZAN,SOL PLANET,GOOD NUMBER,INDYGO SHINER (USA),LA QUEBRADA,414,54
10/02/2024,13:30,MISTERIOSA NOCHE,ALLOIS ALEXIS A,6,1600,DACOSTA CARLOS A,STUD VALDI (LP),1,ARENA | PESADA,24-08-2018,HEMBRA,ZAINO,MASTER OF HOUNDS (USA),SUMMER NIGHTS,SEBI HALO,EL PARAISO,465,54.1
10/02/2024,14:00,DOM IDENIO,PEREYRA WILLIAM,1,1600,PELLEGATTA ROBERTO A,LE FRAGOLE,8,ARENA | PESADA,27-09-2020,MACHO,ZAINO,STORM EMBRUJADO,NICE TO REGAL (USA),HENRYTHENAVIGATOR (USA),CUESTION DE FE S.A.,482,56
10/02/2024,14:00,CONTRA RELOJ,ORTEGA PAVON EDUARDO,2,1600,MARSIGLIA LALINDE DANIEL G,LA RAMBLA (LP),9,ARENA | PESADA,16-07-2020,MACHO,ZAINO,WINNING PRIZE,SANTA ADORADA,ADORJINSKY (USA),DON YAYO,530,56.1
10/02/2024,14:00,EMERGENT,VILLAGRA JUAN C,3,1600,CAFERE MIGUEL A,J.C.V. (S.FE),5,ARENA | PESADA,17-09-2020,MACHO,ALAZAN,IL CAMPIONE (CHI),ROMAN PRINCESS,ROMAN RULER (USA),B V P S A Y TRIPLE ALLIANCE SA,524,57.7
10/02/2024,14:00,UN DIA SOLEADO,GONCALVES FRANCISCO LEANDRO,4,1600,ROMERO GUSTAVO E,XIMENA (SI),4,ARENA | PESADA,30-07-2020,MACHO,ZAINO,FORTIFY (USA),URBANIA,ROMAN RULER (USA),VACACION,505,56.1
10/02/2024,14:00,GENGHIS KHAN,MARTINEZ ELIAS D,5,1600,ESCUDERO GUILLERMO A,DON CHEO,3,ARENA | PESADA,09-09-2020,MACHO,ZAINO,FRAGOTERO,LA CHURI,HURRICANE CAT (USA),EL MALLIN,494,56.2
10/02/2024,14:00,FULL TRAFUL,ENRIQUE BRIAN R,6,1600,PEÑA DIEGO,GRAN MUÑECA (SI),2,ARENA | PESADA,03-10-2020,MACHO,ZAINO,FULL MAST (USA),TREGURA,DYNAMIX (USA),HARAS GRAN MUÑECA,523,56.3
10/02/2024,14:00,NICK FURY,VALLE MARTIN J,7,1600,GAITAN DASSIE ALFREDO F,STUD RDI (SI),6,ARENA | PESADA,01-10-2020,MACHO,ZAINO,ANGIOLO,PUNTA MITA (BRZ),WILD EVENT (USA),HARAS RIO DOIS IRMAOS,480,56
10/02/2024,14:00,ZEC,ALDERETE OSVALDO A,8,1600,GOMEZ ROBERTO A,LA TINUCA,7,ARENA | PESADA,15-09-2020,MACHO,ZAINO,HAT NINJA,ANAHEIM,BUDDHA (USA),MARCONETTI FERNANDO NICOLAS Y MARCONETTI,451,56
10/02/2024,14:30,GAITA LINDA,RECUERO LUCIANO M,1,1200,PEREZ HUGO M,VIEJO CHARRUA (SI),6,ARENA | PESADA,04-10-2019,HEMBRA,ALAZAN,LIZARD ISLAND (USA),GAITA BONITA,EDITOR'S NOTE (USA),ABOLENGO,433,53
10/02/2024,14:30,ACTRIZ CITY,CALVENTE GUSTAVO E,2,1200,JONES RAMON E,STUD 13 HK (LP),5,ARENA | PESADA,30-09-2019,HEMBRA,TORDILLO,ACTOR DE LEGUAS,SURF CITY,NOT FOR SALE,DON SAMUEL,475,57.8
10/02/2024,14:30,ALMA MALVADA,CARRIZO PABLO D,3,1200,OROÑO CARLOS R,J.M. VICTORIA (Rº),2,ARENA | PESADA,05-10-2019,HEMBRA,ALAZAN,FORZA KEY,ALMA NATIVA,INTER OPTIMIST,STIEBEN HECTOR EDGARDO,417,57.7
10/02/2024,14:30,MISS HECHICERA,VALDEZ AGUSTINA B,4,1200,CALCAGNO ALBERTO M,STUD Y HARAS LA TIGRA (LP),4,ARENA | PESADA,22-09-2019,HEMBRA,ZAINO,CATCHER IN THE RYE (IRE),MISS LANDRISCINA,NUMEROUS (USA),LA TIGRA,404,53.4
